id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,furnishing,chiller_included,parking_spaces,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,contract_type,n_cheques,annual_rent_usd,rent_per_sqft_usd,rent_per_m2_usd
R007448,14-02-25,The Meadows,Emirates Living,25.0552,55.17361,villa,4BR_villa,4,4230,393,community,unfurnished,FALSE,3,Jumeirah Golf Estates,Red,41,18.77,short_term,6,192100,45,489
R007449,02-08-23,Bluewaters Island,Dubai Marina,25.08204,55.11756,apartment,1BR,1,839,77.9,pool,fully_furnished,TRUE,1,Union,Red,342,20.33,yearly,2,46700,55,599
R007450,06-07-25,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.17757,55.30804,villa,4BR_villa,4,4347,403.8,community,semi_furnished,FALSE,3,Emirates Towers,Red,83,4.03,short_term,2,160800,37,398
R007451,27-02-21,Mudon,Dubailand,25.05312,55.25076,villa,5BR_villa,5,4847,450.3,community,semi_furnished,FALSE,4,Sharaf DG,Red,110,16.2,yearly,6,61400,12,136
R007452,11-09-23,Jumeirah Bay Island,Jumeirah,25.19984,55.25393,villa,6BR_villa,6,5537,514.4,community,unfurnished,FALSE,3,ADCB,Red,97,2.08,yearly,12,437800,79,851
R007453,18-07-22,Expo City,Dubai South,24.95876,55.14473,apartment,studio,0,405,37.7,city,fully_furnished,FALSE,1,Expo 2020,Red,7,29.56,yearly,2,7900,19,209
R007454,22-04-23,Jebel Ali,Jebel Ali,25.01276,55.10673,apartment,studio,0,619,57.5,community,fully_furnished,TRUE,1,Danube,Red,33,26.56,yearly,12,6500,10,112
R007455,16-06-22,The Lakes,Emirates Living,25.04796,55.1862,villa,4BR_villa,4,3151,292.7,park,semi_furnished,FALSE,4,Discovery Gardens,Red,54,18.82,yearly,4,126400,40,432
R007456,04-09-24,Jebel Ali,Jebel Ali,25.01327,55.09777,apartment,1BR,1,778,72.3,community,semi_furnished,FALSE,2,Danube,Red,32,27.1,yearly,4,12600,16,174
R007457,11-05-24,Jumeirah Village Circle,JVC,25.05638,55.2181,apartment,2BR,2,1115,103.6,golf_course,unfurnished,TRUE,1,UAE Pavilion,Red,107,16.65,yearly,1,27600,24,266
R007458,24-09-22,Jumeirah 2,Jumeirah,25.22049,55.23801,apartment,2BR,2,1207,112.1,city,fully_furnished,TRUE,2,Max,Red,67,4.48,yearly,4,49700,41,443
R007459,04-07-23,Dubai Islands,Deira Islands,25.28532,55.31724,villa,4BR_villa,4,3094,287.4,city,fully_furnished,FALSE,2,Dubai Airport Free Zone,Green,66,10.7,yearly,2,114700,37,399
R007460,22-10-22,International City,International City,25.15119,55.41331,apartment,1BR,1,801,74.4,sea,unfurnished,TRUE,1,Jumeirah Golf Estates,Red,350,14.89,yearly,2,9800,12,132
R007461,10-12-22,Dubai Harbour,Dubai Marina,25.09355,55.14517,apartment,1BR,1,724,67.3,marina,unfurnished,TRUE,2,Oud Metha,Green,285,17.38,yearly,2,48000,66,714
R007462,20-04-21,Bur Dubai,Bur Dubai,25.27282,55.31039,apartment,1BR,1,723,67.2,community,fully_furnished,FALSE,1,Al Ghubaiba,Green,3,9.15,yearly,2,11300,15,169
R007463,18-09-24,Jumeirah 3,Jumeirah,25.19977,55.2488,apartment,studio,0,423,39.3,community,fully_furnished,TRUE,1,Financial Centre,Red,56,2.59,yearly,6,26100,61,665
R007464,29-11-24,Al Nahda,Al Nahda,25.29987,55.38243,apartment,1BR,1,761,70.7,burj_khalifa,semi_furnished,FALSE,1,Al Nahda (G),Green,6,15.76,short_term,4,20300,26,287
R007465,03-09-21,Dubai Investment Park,DIP,24.99367,55.19138,apartment,1BR,1,626,58.1,sea,fully_furnished,FALSE,1,Dubai Investment Park,Red,18,24.13,yearly,6,6600,10,113
R007466,14-04-22,Green Community,DIP,25.00276,55.15461,villa,5BR_villa,5,5886,546.8,pool,fully_furnished,TRUE,2,MRT-1,Red,64,24.76,yearly,1,140500,23,257
R007467,25-02-22,Jumeirah Beach Residence,Dubai Marina,25.0789,55.13183,apartment,2BR,2,1364,126.7,park,fully_furnished,TRUE,1,Ibn Battuta,Red,53,19.47,yearly,12,44200,32,349
R007468,03-05-24,Dubai Hills Estate,Mohammed Bin Rashid,25.10477,55.23942,villa,5BR_villa,5,4653,432.3,community,unfurnished,FALSE,2,ADCB,Red,206,10.86,yearly,6,200700,43,464
R007469,23-11-23,Jumeirah Bay Island,Jumeirah,25.20236,55.24758,apartment,2BR,2,1380,128.2,park,fully_furnished,FALSE,1,Al Ghubaiba,Green,89,2.76,yearly,12,176100,127,1374
R007470,06-08-25,Sobha Hartland,MBR City,25.17769,55.28914,apartment,1BR,1,523,48.5,community,unfurnished,TRUE,1,Al Jadaf,Green,71,2.63,yearly,6,16700,31,343
R007471,18-04-24,La Mer,Jumeirah,25.23001,55.27811,villa,4BR_villa,4,4371,406.1,community,semi_furnished,TRUE,2,Baniyas Square,Red,77,3.67,yearly,4,254600,58,627
R007472,07-01-25,Arabian Ranches 3,Arabian Ranches,25.06999,55.28605,villa,4BR_villa,4,3232,300.2,pool,semi_furnished,TRUE,2,Noor Bank,Red,122,14.19,yearly,4,174300,53,580
R007473,15-08-22,Dubailand,Dubailand,25.03397,55.31572,apartment,3BR,3,1156,107.4,pool,fully_furnished,TRUE,3,Mashreq Bank,Red,190,18.62,yearly,4,12700,11,118
R007474,30-07-23,The Greens,The Greens,25.08931,55.1886,apartment,2BR,2,1069,99.3,park,fully_furnished,TRUE,1,Dubai Internet City,Red,2,14.78,yearly,1,51300,48,517
R007475,10-02-23,Umm Suqeim,Jumeirah,25.1436,55.20714,villa,5BR_villa,5,4160,386.5,marina,unfurnished,TRUE,3,Noor Bank,Red,42,9.02,yearly,2,209100,50,541
R007476,01-10-22,La Mer,Jumeirah,25.22184,55.28301,apartment,2BR,2,1413,131.3,park,unfurnished,TRUE,1,Al Ghubaiba,Green,56,2.87,yearly,2,92600,65,706
R007477,03-08-25,Sustainable City,Sustainable City,24.9764,55.30848,villa,4BR_villa,4,4473,415.6,community,fully_furnished,TRUE,4,Etisalat,Green,390,24.79,yearly,1,161900,36,390
R007478,22-04-21,Discovery Gardens,Discovery Gardens,25.04406,55.13076,apartment,2BR,2,1454,135.1,community,fully_furnished,FALSE,2,Discovery Gardens,Red,7,22.34,yearly,1,13900,9,103
R007479,07-11-24,Madinat Jumeirah Living,Jumeirah,25.12879,55.19406,apartment,4BR_penthouse,4,3410,316.8,marina,semi_furnished,TRUE,2,Mall of the Emirates,Red,26,11.1,yearly,12,253500,74,800
R007480,09-01-21,Business Bay,Business Bay,25.19685,55.26821,apartment,2BR,2,1165,108.3,burj_khalifa,unfurnished,FALSE,1,Al Ghubaiba,Green,102,0.62,yearly,2,22000,18,203
R007481,15-08-22,Madinat Jumeirah Living,Jumeirah,25.13219,55.20162,apartment,1BR,1,799,74.3,park,fully_furnished,FALSE,1,Al Jafiliya,Red,183,10.29,yearly,4,43100,53,581
R007482,24-02-23,Pearl Jumeira,Jumeirah,25.24128,55.22537,apartment,2BR,2,1117,103.8,city,unfurnished,TRUE,1,Salah Al Din,Red,120,6.95,yearly,4,78800,70,759
R007483,05-06-25,Meydan,Meydan,25.15941,55.3079,villa,4BR_villa,4,4472,415.5,city,unfurnished,FALSE,3,Business Bay,Red,64,5.39,yearly,6,217700,48,524
R007484,02-11-25,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.17383,55.2921,villa,3BR_villa,3,2520,234.1,community,fully_furnished,TRUE,2,Union,Red,139,3.15,yearly,2,113800,45,486
R007485,14-07-24,Jumeirah Lake Towers,JLT,25.0623,55.13785,apartment,1BR,1,748,69.5,burj_khalifa,fully_furnished,FALSE,1,Danube,Red,69,20.35,yearly,1,26400,35,379
R007486,10-06-22,Arabian Ranches 3,Arabian Ranches,25.05979,55.30195,villa,3BR_villa,3,3007,279.4,community,fully_furnished,TRUE,2,Al Karama,Red,273,15.53,yearly,1,107000,35,383
R007487,12-01-25,Al Mamzar,Al Mamzar,25.30301,55.34851,apartment,4BR_penthouse,4,3477,323,sea,unfurnished,FALSE,2,Al Qiyadah (G),Green,12,13.93,yearly,1,123000,35,381
R007488,19-01-26,Arabian Ranches 3,Arabian Ranches,25.05415,55.29133,villa,4BR_villa,4,3274,304.1,city,unfurnished,TRUE,2,Mall of the Emirates,Red,129,16,yearly,2,170200,52,560
R007489,19-12-24,Al Furjan,Al Furjan,25.02201,55.15146,apartment,3BR,3,1346,125,community,unfurnished,TRUE,1,Al Furjan,Red,3,23.08,yearly,2,31700,23,254
R007490,29-12-25,Emirates Hills,Emirates Hills,25.05265,55.16579,villa,3BR_villa,3,2777,258,community,fully_furnished,FALSE,3,Al Furjan,Red,43,19.44,short_term,4,244700,88,949
R007491,06-10-24,Pearl Jumeira,Jumeirah,25.2149,55.24694,apartment,1BR,1,751,69.8,community,fully_furnished,FALSE,1,Baniyas Square (G),Green,100,3.39,yearly,4,49600,66,710
R007492,13-02-21,Al Nahda,Al Nahda,25.29591,55.37245,apartment,studio,0,329,30.6,community,unfurnished,FALSE,1,Abu Hail,Red,44,14.76,yearly,4,2400,7,78
R007493,30-10-23,Living Legends,Dubailand,25.06763,55.30869,villa,4BR_villa,4,4594,426.8,city,unfurnished,FALSE,2,Stadium (G),Green,297,14.81,yearly,1,148600,32,348
R007494,26-02-25,Damac Hills,Damac Hills,25.03159,55.26097,apartment,2BR,2,1331,123.7,park,fully_furnished,TRUE,1,Al Qiyadah,Red,365,18.46,yearly,2,31900,23,258
R007495,07-10-21,The Meadows,Emirates Living,25.0419,55.16495,villa,4BR_villa,4,3554,330.2,burj_khalifa,fully_furnished,TRUE,2,Expo 2020,Red,133,20.49,yearly,4,177400,49,537
R007496,27-01-24,Azizi Riviera,MBR City,25.16833,55.29549,apartment,3BR,3,2698,250.7,community,semi_furnished,FALSE,1,BurJuman,Red,109,3.85,yearly,2,71900,26,287
R007497,21-04-24,Al Warqa,Al Warqa,25.1994,55.38943,villa,4BR_villa,4,3045,282.9,community,fully_furnished,FALSE,2,Al Jadaf,Green,83,11.58,yearly,2,80400,26,284
R007498,09-10-25,The Meadows,Emirates Living,25.06642,55.18816,villa,3BR_villa,3,3060,284.3,pool,fully_furnished,FALSE,4,Mall of the Emirates,Red,92,16.94,yearly,1,136900,44,481
R007499,24-07-22,Sobha Hartland,MBR City,25.1637,55.28575,apartment,studio,0,545,50.6,burj_khalifa,unfurnished,TRUE,1,Business Bay,Red,45,3.9,yearly,4,26500,48,523
R007500,15-01-25,Falcon City of Wonders,Dubailand,25.03886,55.30478,villa,4BR_villa,4,3468,322.1,community,fully_furnished,FALSE,3,UAE Pavilion,Red,224,17.87,yearly,4,76000,21,236
R007501,24-01-25,Bur Dubai,Bur Dubai,25.26545,55.29181,apartment,1BR,1,561,52.2,golf_course,unfurnished,FALSE,3,BurJuman,Red,9,7.79,yearly,2,10300,18,198
R007502,17-10-25,Bukadra,Bukadra,25.18667,55.34734,apartment,studio,0,630,58.5,city,fully_furnished,FALSE,1,World Trade Centre,Red,85,7.43,yearly,2,19400,30,332
R007503,24-12-21,Azizi Riviera,MBR City,25.18145,55.31413,apartment,2BR,2,983,91.4,city,fully_furnished,FALSE,1,Dubai Internet City,Red,175,4.36,yearly,2,24700,25,270
R007504,08-09-21,Umm Suqeim,Jumeirah,25.14064,55.21405,villa,4BR_villa,4,4206,390.7,pool,fully_furnished,FALSE,2,Oud Metha,Green,181,8.74,yearly,4,179900,42,461
R007505,28-02-24,Dubai Harbour,Dubai Marina,25.08147,55.13536,apartment,2BR,2,1239,115.1,pool,fully_furnished,TRUE,1,Dubai Internet City,Red,38,19.01,yearly,2,98100,79,852
R007506,30-12-24,Al Furjan,Al Furjan,25.03822,55.14458,apartment,4BR_penthouse,4,2810,261,city,fully_furnished,TRUE,2,Al Furjan,Red,5,21.98,short_term,4,78600,28,301
R007507,14-01-26,Expo City,Dubai South,24.95106,55.1464,apartment,2BR,2,1585,147.3,golf_course,unfurnished,TRUE,1,Expo 2020,Red,5,30.25,yearly,4,33300,21,226
R007508,14-12-21,Reem Mira,Reem,25.04589,55.26996,villa,5BR_villa,5,4674,434.2,community,fully_furnished,TRUE,3,Al Ghubaiba,Green,292,16.83,yearly,6,90600,19,209
R007509,03-08-21,Sustainable City,Sustainable City,24.99251,55.28641,villa,5BR_villa,5,5920,550,burj_khalifa,fully_furnished,FALSE,3,Ibn Battuta,Red,215,22.79,yearly,4,153800,26,280
R007510,01-02-23,La Mer,Jumeirah,25.22847,55.25397,apartment,2BR,2,1419,131.8,community,fully_furnished,TRUE,1,Emirates Towers,Red,31,4.04,yearly,12,72000,50,546
R007511,24-02-23,Bukadra,Bukadra,25.19441,55.32499,apartment,2BR,2,1619,150.4,marina,fully_furnished,FALSE,2,World Trade Centre,Red,82,5.1,short_term,4,41500,25,276
R007512,06-02-24,Jumeirah Lake Towers,JLT,25.06296,55.13988,apartment,1BR,1,881,81.8,community,unfurnished,TRUE,1,Palm Deira,Green,320,20.15,yearly,1,17800,20,217
R007513,27-09-23,DAMAC Lagoons,Damac,25.0531,55.25248,villa,3BR_villa,3,2747,255.2,city,fully_furnished,FALSE,3,Al Karama,Red,278,16.17,yearly,1,76000,27,298
R007514,18-12-23,Bukadra,Bukadra,25.17698,55.32948,apartment,2BR,2,1258,116.9,pool,semi_furnished,FALSE,1,Sharaf DG,Red,207,5.98,yearly,1,29400,23,252
R007515,22-02-25,World Islands,World Islands,25.22013,55.16589,apartment,3BR,3,2129,197.7,community,fully_furnished,FALSE,1,Baniyas Square,Red,185,11.21,yearly,2,200500,94,1014
R007516,06-06-21,City Walk,Al Wasl,25.19736,55.27184,apartment,2BR,2,851,79,marina,fully_furnished,TRUE,1,Max,Red,56,0.26,yearly,2,31200,36,394
R007517,22-03-25,The Meadows,Emirates Living,25.0639,55.18728,villa,4BR_villa,4,3552,330,park,semi_furnished,TRUE,2,Baniyas Square,Red,327,17.22,short_term,4,215100,60,652
R007518,21-07-21,Arabian Ranches 3,Arabian Ranches,25.04941,55.2731,villa,3BR_villa,3,2652,246.4,marina,fully_furnished,TRUE,2,Dubai Internet City,Red,147,16.43,yearly,6,80500,30,327
R007519,21-05-23,Jumeirah Village Triangle,JVT,25.05252,55.18801,apartment,1BR,1,769,71.5,community,fully_furnished,TRUE,2,Jumeirah Golf Estates,Red,47,18.29,yearly,1,14100,18,197
R007520,11-01-22,DAMAC Lagoons,Damac,25.05573,55.25483,villa,6BR_villa,6,5141,477.6,city,unfurnished,TRUE,3,Dubai Healthcare City,Green,251,15.85,yearly,4,114800,22,240
R007521,07-07-24,Al Furjan,Al Furjan,25.02894,55.14401,apartment,2BR,2,824,76.6,community,semi_furnished,FALSE,1,Al Furjan,Red,5,22.86,yearly,4,22300,27,292
R007522,05-02-26,Green Community,DIP,25.00524,55.17844,villa,3BR_villa,3,2770,257.3,marina,unfurnished,FALSE,4,Jumeirah Golf Estates,Red,30,23.43,yearly,2,68500,24,266
R007523,05-03-21,Dubai Silicon Oasis,Dubai Silicon Oasis,25.11404,55.39136,apartment,2BR,2,1338,124.3,sea,unfurnished,TRUE,1,BurJuman (G),Green,210,14.97,yearly,12,15800,11,127
R007524,10-05-24,Palm Jumeirah,Palm Jumeirah,25.11708,55.13544,apartment,1BR,1,415,38.5,community,fully_furnished,TRUE,2,Mashreq Bank,Red,41,16.58,yearly,4,27000,65,702
R007525,01-11-24,Al Furjan,Al Furjan,25.02796,55.14679,apartment,3BR,3,1843,171.3,community,fully_furnished,FALSE,1,Al Furjan,Red,3,22.79,short_term,6,48700,26,284
R007526,21-04-21,Bulgari Resort,Jumeirah Bay,25.21509,55.26226,apartment,3BR,3,1414,131.4,sea,unfurnished,TRUE,1,Burj Khalifa/Dubai Mall,Red,29,2.33,short_term,2,185300,131,1411
R007527,25-02-22,Expo City,Dubai South,24.95208,55.12614,apartment,1BR,1,714,66.4,golf_course,semi_furnished,TRUE,2,Expo 2020,Red,5,31.08,yearly,4,15200,21,229
R007528,16-12-24,Sobha Hartland,MBR City,25.17544,55.30121,apartment,studio,0,531,49.4,pool,unfurnished,FALSE,2,Emirates Towers,Red,49,3.62,short_term,4,24100,45,489
R007529,25-06-22,Dubai Islands,Deira Islands,25.3003,55.30113,apartment,4BR_penthouse,4,3266,303.4,park,fully_furnished,FALSE,2,Salah Al Din (G),Green,16,11.78,yearly,6,111400,34,367
R007530,24-08-21,Jumeirah Islands,Emirates Living,25.06273,55.16727,villa,3BR_villa,3,2129,197.8,park,semi_furnished,FALSE,4,Jumeirah Golf Estates,Red,37,18.44,yearly,4,76600,36,387
R007531,09-06-22,International City,International City,25.16523,55.41008,apartment,1BR,1,770,71.5,city,unfurnished,TRUE,1,Al Nahda,Red,178,14.11,yearly,12,6200,8,86
R007532,28-02-22,Reem Mira,Reem,25.05002,55.28119,villa,3BR_villa,3,2966,275.5,sea,fully_furnished,FALSE,2,Max,Red,261,16.38,yearly,2,81800,27,297
R007533,15-03-22,Dubai Investment Park,DIP,25.00224,55.16188,apartment,3BR,3,1649,153.2,community,semi_furnished,TRUE,1,Dubai Investment Park,Red,18,24.46,yearly,6,23900,14,156
R007534,04-04-21,Al Nahda,Al Nahda,25.29037,55.3787,apartment,2BR,2,1155,107.3,community,unfurnished,FALSE,2,Al Nahda (G),Green,8,14.74,yearly,6,11500,9,107
R007535,06-11-22,Dubailand,Dubailand,25.0252,55.32344,villa,5BR_villa,5,6965,647,city,semi_furnished,FALSE,3,UAE Pavilion,Red,213,19.75,yearly,4,112100,16,173
R007536,23-12-25,Karama,Bur Dubai,25.25866,55.32036,apartment,4BR_penthouse,4,3493,324.5,marina,fully_furnished,TRUE,2,Oud Metha,Green,17,8.25,yearly,6,64100,18,198
R007537,19-11-24,Reem Mira,Reem,25.03611,55.26568,villa,4BR_villa,4,3641,338.3,park,semi_furnished,FALSE,4,Mall of the Emirates,Red,136,17.93,yearly,1,103700,28,307
R007538,13-02-22,Reem Mira,Reem,25.04414,55.26592,villa,3BR_villa,3,3258,302.7,park,fully_furnished,FALSE,4,Jumeirah Golf Estates,Red,127,17.04,yearly,12,72900,22,241
R007539,30-09-24,Jumeirah Beach Residence,Dubai Marina,25.08972,55.11634,apartment,studio,0,567,52.7,park,fully_furnished,TRUE,1,Al Furjan,Red,74,19.9,yearly,2,24500,43,465
R007540,02-02-25,Dubai Creek Harbour,Creek,25.1801,55.33544,apartment,2BR,2,1346,125.1,community,fully_furnished,FALSE,1,Creek,Green,45,6.43,yearly,4,52700,39,422
R007541,30-03-21,Tilal Al Ghaf,Tilal Al Ghaf,25.01044,55.27014,villa,6BR_villa,6,7029,653,sea,fully_furnished,FALSE,4,Discovery Gardens,Red,151,20.77,yearly,12,156000,22,239
R007542,03-12-21,Damac Hills,Damac Hills,25.01963,55.26091,villa,5BR_villa,5,3299,306.5,community,unfurnished,TRUE,2,Dubai Investment Park,Red,123,19.79,yearly,1,65100,19,213
R007543,22-06-25,The Lakes,Emirates Living,25.04735,55.18187,villa,4BR_villa,4,3593,333.8,community,semi_furnished,TRUE,2,Burj Khalifa/Dubai Mall,Red,221,19.09,yearly,2,190700,53,571
R007544,08-09-24,DIFC,DIFC,25.21039,55.27217,apartment,3BR,3,1867,173.4,park,fully_furnished,TRUE,2,Financial Centre,Red,6,1.48,yearly,1,172900,92,997
R007545,04-10-24,Jumeirah Park,Emirates Living,25.05984,55.16546,villa,4BR_villa,4,2988,277.6,city,fully_furnished,FALSE,3,Danube,Red,77,18.8,yearly,2,119600,40,431
R007546,06-05-24,Dubai Festival City,Festival City,25.21291,55.35005,apartment,1BR,1,784,72.8,sea,fully_furnished,TRUE,2,Creek,Green,5,7.81,yearly,12,31000,39,425
R007547,30-12-22,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16344,55.29725,apartment,3BR,3,1623,150.7,community,fully_furnished,FALSE,3,Al Qiyadah (G),Green,175,4.4,yearly,1,52300,32,347
R007548,02-06-22,Al Qusais,Al Qusais,25.29184,55.382,apartment,3BR,3,2343,217.6,burj_khalifa,unfurnished,FALSE,1,Al Qusais,Green,1,15.09,yearly,2,44100,18,202
R007549,03-06-25,Dubai South,Dubai South,24.90213,55.17604,apartment,3BR,3,2093,194.4,burj_khalifa,unfurnished,TRUE,1,BurJuman (G),Green,488,34.27,short_term,6,32600,15,168
R007550,02-03-26,Town Square,Nshama,24.9953,55.28517,apartment,1BR,1,728,67.6,community,fully_furnished,TRUE,1,Jebel Ali,Red,170,22.48,short_term,4,14000,19,207
R007551,14-09-23,Mira,Reem,25.05048,55.27963,villa,4BR_villa,4,4370,406,pool,fully_furnished,FALSE,3,Dubai Investment Park,Red,140,16.32,yearly,2,125800,28,310
R007552,03-06-25,The Springs,Emirates Living,25.04311,55.2013,villa,4BR_villa,4,4409,409.6,community,unfurnished,TRUE,2,Mall of the Emirates,Red,100,18.65,yearly,2,163200,37,398
R007553,02-04-23,Palm Jumeirah,Palm Jumeirah,25.12189,55.14991,apartment,1BR,1,622,57.8,city,unfurnished,FALSE,1,Mashreq Bank,Red,43,15.07,yearly,2,43800,70,758
R007554,20-10-24,Jumeirah 2,Jumeirah,25.21549,55.23523,apartment,2BR,2,1194,110.9,community,fully_furnished,FALSE,1,World Trade Centre,Red,52,4.43,yearly,2,69800,58,629
R007555,05-12-23,The Valley,Dubai-Al Ain Road,24.96296,55.47701,villa,5BR_villa,5,7673,712.8,pool,fully_furnished,FALSE,4,Stadium,Red,466,33.09,yearly,2,215800,28,303
R007556,11-01-21,Liwan,Dubailand,25.06886,55.31647,apartment,3BR,3,1343,124.8,sea,semi_furnished,TRUE,1,Jumeirah Golf Estates,Red,191,14.89,yearly,1,16600,12,133
R007557,19-12-25,Maritime City,Maritime City,25.26789,55.25481,apartment,3BR,3,1978,183.8,city,fully_furnished,TRUE,2,Abu Baker Al Siddique (G),Green,89,8.1,yearly,1,89800,45,489
R007558,14-06-23,Umm Suqeim,Jumeirah,25.16589,55.18316,villa,5BR_villa,5,5516,512.4,marina,unfurnished,TRUE,2,Burj Khalifa/Dubai Mall,Red,110,9.82,yearly,1,384300,69,750
R007559,24-01-24,Karama,Bur Dubai,25.24251,55.28488,apartment,2BR,2,1455,135.2,community,fully_furnished,TRUE,1,Al Jafiliya,Red,24,5.15,yearly,2,26800,18,198
R007560,15-01-22,DIFC,DIFC,25.20084,55.2788,apartment,2BR,2,1210,112.4,marina,semi_furnished,TRUE,2,Financial Centre,Red,6,0.6,yearly,2,84500,69,751
R007561,05-07-24,Bur Dubai,Bur Dubai,25.24115,55.29769,apartment,studio,0,421,39.1,community,unfurnished,TRUE,1,Al Karama,Red,14,5.42,yearly,1,6300,15,162
R007562,09-02-26,Damac Hills,Damac Hills,25.03167,55.25653,apartment,2BR,2,1079,100.2,burj_khalifa,fully_furnished,TRUE,2,Noor Bank,Red,140,18.49,yearly,2,36200,33,361
R007563,24-10-25,DAMAC Lagoons,Damac,25.0499,55.25917,villa,4BR_villa,4,3668,340.8,city,fully_furnished,FALSE,3,Danube,Red,174,16.45,yearly,2,100700,27,296
R007564,26-07-23,Palm Jumeirah,Palm Jumeirah,25.1156,55.12759,apartment,2BR,2,1092,101.4,marina,semi_furnished,FALSE,3,Sharaf DG,Red,61,17.34,yearly,1,78600,72,775
R007565,18-01-23,Jumeirah Golf Estates,JGE,25.03322,55.18205,villa,3BR_villa,3,2458,228.4,city,fully_furnished,TRUE,2,Al Furjan,Red,53,20.47,short_term,2,83200,33,364
R007566,24-07-25,The Springs,Emirates Living,25.04607,55.18036,villa,3BR_villa,3,2713,252,burj_khalifa,unfurnished,TRUE,3,MRT-1,Red,60,19.29,yearly,2,140800,51,559
R007567,02-03-25,Arabian Ranches 3,Arabian Ranches,25.05751,55.28116,villa,3BR_villa,3,3238,300.8,marina,fully_furnished,TRUE,4,Discovery Gardens,Red,173,15.55,yearly,12,160800,49,535
R007568,12-07-25,Expo City,Dubai South,24.96205,55.15276,apartment,1BR,1,665,61.8,community,fully_furnished,FALSE,1,Expo 2020,Red,3,28.87,yearly,1,15300,22,247
R007569,06-08-24,Dubai Festival City,Festival City,25.23717,55.34297,apartment,1BR,1,734,68.2,park,unfurnished,TRUE,1,Al Ghubaiba,Green,79,8.21,yearly,6,17200,23,253
R007570,24-02-22,Emirates Hills,Emirates Hills,25.0462,55.1798,villa,5BR_villa,5,4498,417.9,community,semi_furnished,TRUE,2,Al Furjan,Red,42,19.3,yearly,4,278800,62,667
R007571,15-01-26,Pearl Jumeira,Jumeirah,25.22384,55.25099,apartment,4BR_penthouse,4,4295,399,burj_khalifa,fully_furnished,FALSE,1,Dubai Healthcare City,Green,95,3.78,yearly,1,467100,108,1171
R007572,01-02-21,Damac Hills,Damac Hills,25.0292,55.26526,apartment,studio,0,342,31.8,community,fully_furnished,FALSE,2,MRT-1,Red,155,18.7,yearly,1,4500,13,142
R007573,05-08-24,Al Warqa,Al Warqa,25.20797,55.40524,villa,3BR_villa,3,3167,294.2,sea,fully_furnished,TRUE,2,Al Qusais,Green,123,13.22,short_term,2,121700,38,414
R007574,23-05-23,The Springs,Emirates Living,25.05485,55.17075,villa,4BR_villa,4,3625,336.7,community,fully_furnished,TRUE,2,First Abu Dhabi Bank,Red,136,18.96,yearly,1,148700,41,442
R007575,07-03-22,The Lakes,Emirates Living,25.04939,55.17028,villa,4BR_villa,4,4220,392.1,burj_khalifa,fully_furnished,TRUE,3,Energy,Red,152,19.49,yearly,2,187100,44,477
R007576,09-06-22,Dubailand,Dubailand,25.02486,55.3096,apartment,studio,0,597,55.5,sea,semi_furnished,TRUE,2,Dubai Investment Park,Red,174,19.49,yearly,4,8700,14,157
R007577,22-06-23,Arabian Ranches 2,Arabian Ranches,25.04151,55.25643,villa,4BR_villa,4,2322,215.7,community,fully_furnished,TRUE,2,Jumeirah Golf Estates,Red,134,17.41,yearly,6,83200,35,386
R007578,23-11-23,Dubai Investment Park,DIP,25.00884,55.18742,apartment,2BR,2,1209,112.3,marina,semi_furnished,FALSE,2,Mall of the Emirates,Red,166,22.7,yearly,1,23800,19,212
R007579,10-10-21,Tilal Al Ghaf,Tilal Al Ghaf,25.00398,55.26157,villa,5BR_villa,5,5106,474.3,sea,fully_furnished,FALSE,2,Dubai Airport Free Zone,Green,375,21.52,yearly,1,167900,32,354
R007580,26-05-23,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.15894,55.32421,villa,4BR_villa,4,3882,360.7,marina,fully_furnished,TRUE,3,Max,Red,96,6.57,short_term,2,236700,61,656
R007581,10-11-22,Jumeirah Village Triangle,JVT,25.0592,55.17288,apartment,1BR,1,795,73.9,park,unfurnished,TRUE,2,Discovery Gardens,Red,55,18.44,yearly,2,15300,19,208
R007582,14-03-21,Bur Dubai,Bur Dubai,25.26915,55.28673,apartment,1BR,1,640,59.4,community,fully_furnished,TRUE,1,BurJuman,Red,12,8.1,yearly,4,7300,11,122
R007583,06-07-25,Al Barsha,Al Barsha,25.10808,55.18907,apartment,2BR,2,1202,111.7,city,fully_furnished,TRUE,1,Sharaf DG,Red,22,13.11,yearly,4,34800,29,312
R007584,22-08-22,Town Square,Nshama,25.00209,55.26187,apartment,3BR,3,2010,186.7,community,fully_furnished,FALSE,2,Etisalat,Green,364,21.73,short_term,2,23100,11,124
R007585,08-03-25,Remraam,Dubailand,25.00616,55.24192,apartment,3BR,3,2045,190,city,unfurnished,TRUE,2,Expo 2020,Red,142,21.49,yearly,4,30500,14,160
R007586,16-12-23,Green Community,DIP,25.00103,55.19047,villa,3BR_villa,3,2013,187,community,unfurnished,FALSE,3,Al Furjan,Red,50,23.39,yearly,4,38700,19,207
